"","IH00C1_hpfc","T00C1_hpfc","TF00C1_hpfc","TY00Y_hpfc"
"2018-05-16",30.9162539807953,-0.0192941986615085,0.339591084758927,-1.21758957730423
"2018-05-17",18.3542007094057,-0.240946719107295,0.0858193841927254,-1.28099830747839
"2018-05-18",59.9906492898259,-0.0425380460383391,-0.0178805923177261,-0.938304318405219
"2018-05-21",62.8245868405797,0.0959375546348179,0.0484934071223273,-0.939802224939434
"2018-05-22",47.0549756824717,0.434485834585443,0.204943641799086,-0.925886254080307
"2018-05-23",0.880752167132148,0.42311250582977,0.261472350953281,-0.412250244349712
"2018-05-24",-10.8991668044239,0.301823100784952,0.178081689110354,-0.242587651545637
"2018-05-25",-9.28586469523129,0.790622976970732,0.434773702713522,0.208008238941399
"2018-05-28",11.7195795368957,0.579517367145484,0.301550364594033,0.595844241997293
"2018-05-29",-3.08390922741077,0.728511177255351,0.34841346786544,1.51462708652536
"2018-05-30",-56.2974109519388,0.797609073697782,0.365364680992392,0.901963255130941
"2018-05-31",1.07799567431726,0.406815421732481,0.212405528419408,1.02345860433321
"2018-06-01",-5.55874476660043,0.466134256920037,0.239537383563884,0.566618617816705
"2018-06-04",42.7913118617923,0.225569446659502,0.056761532043372,0.218848356208734
"2018-06-05",55.7271119937353,0.0951246656694261,-0.0259208395397134,0.105252645919392
"2018-06-06",51.6475843752488,0.0648034954265943,-0.0985085680457609,-0.336663777104232
"2018-06-07",62.7516347169708,-0.0153905219130494,-0.141000479620858,-0.0131962204227204
"2018-06-08",18.0381473805836,0.214546129019367,-0.0333953596911737,0.0287601475672094
"2018-06-11",39.1059807887282,0.194616969954616,-0.0356919353993942,-0.179389836076706
"2018-06-12",66.7539859077779,-0.185174566060919,-0.217888920083421,-0.169041346184544
"2018-06-13",51.9809975393056,0.0751748735715027,-0.0699850123279524,-0.440189483434328
"2018-06-14",59.9858228914407,0.355668717995221,0.0680211793489455,-0.148929278629024
"2018-06-15",66.1672476854672,0.516310365278788,0.156131075358048,0.0639444193845814
"2018-06-19",-35.0759671530904,0.857103066471698,0.374346067993394,0.301653119464631
"2018-06-20",-20.3450880494823,0.408049859201052,0.132667485010524,0.107798476638354
"2018-06-21",-36.8413669300823,0.739153426802945,0.331096499424979,0.304377938975343
"2018-06-22",-27.3660473114134,0.890416283941269,0.439634229413107,0.328896506048327
"2018-06-25",-79.3203574811415,0.611840639744187,0.368281656289518,0.540859051613116
"2018-06-26",-98.3055144150067,0.653428335277513,0.367039579641503,0.486970313472707
"2018-06-27",-161.122702300967,0.835180958696271,0.465908646823502,0.917234805860558
"2018-06-28",-167.173064691267,0.967099828054603,0.55488935347072,0.722456841716315
"2018-06-29",-112.257678536622,1.11918591617686,0.6539820026301,0.746240354831391
"2018-07-02",-221.77755168508,1.31143979612674,0.813186667979933,0.676188980363169
"2018-07-03",-200.333645581897,1.03386157834196,0.592503152868805,0.918506045002518
"2018-07-04",-213.726829998414,0.956450831163357,0.551930924506224,0.80129459593146
"2018-07-05",-208.957891896043,0.999206695575009,0.581469205184883,0.855857300658496
"2018-07-06",-171.42752989017,0.762127917202973,0.401116989051482,0.910196495469265
"2018-07-09",-95.9363562214398,0.615212828640812,0.310873029896775,0.730114162871828
"2018-07-10",-98.2849122691127,0.658459447450084,0.310735915705855,0.659311909136586
"2018-07-11",-133.473699756334,0.931865536887207,0.500704105961283,0.838391038733373
"2018-07-12",-76.9031797791913,0.835428588028482,0.420775931699985,0.798552583599112
"2018-07-13",-73.1737582610757,1.02914570675417,0.590949516987925,0.992997229113735
"2018-07-16",-90.6858093367078,1.15301365361171,0.65122281195932,0.781125330567551
"2018-07-17",-103.439676893776,1.10702876374158,0.641593522473562,0.756536832785745
"2018-07-18",-112.435667334014,1.10118689567409,0.632059085200595,0.700631357707684
"2018-07-19",-97.2740443013699,1.39548345033945,0.832616671601438,0.941508214551011
"2018-07-20",-50.5550249635311,0.599913373480932,0.293263191869427,0.635366422920274
"2018-07-23",0.721213721160296,0.624471034004688,0.363995212027529,0.17280461323847
"2018-07-24",39.9545156916857,0.249150552837342,0.194809176875519,0.225821153294021
"2018-07-25",38.9447245889746,0.363945792773819,0.245701380752294,0.294314339444442
"2018-07-26",11.0916675381914,0.428850513620917,0.316668037470399,0.0345823747017734
"2018-07-27",18.1951555665242,0.463858324744301,0.427705259279109,0.134023340420562
"2018-07-30",33.2549951161779,0.418962658240288,0.448809027530303,0.0771353036605398
"2018-07-31",41.0709851083338,0.784156754464828,0.55997514677923,0.113916276081228
"2018-08-01",-19.1570892821916,0.969433680591251,0.671199236061864,-0.0838357625421077
"2018-08-02",-66.8294598576281,0.834786179654623,0.592476682942932,0.030677120477263
"2018-08-03",-93.5463505015243,1.01020659396455,0.693802597540271,0.317052892479943
"2018-08-06",-88.507957472773,0.905686920763752,0.585171845065764,0.446989508126339
"2018-08-07",-14.3144383618711,0.701218739716404,0.516579003941129,0.170484791019924
"2018-08-08",-48.3659141738733,0.416793256111865,0.228018410701616,0.23763637999655
"2018-08-09",10.5375000033322,0.142401385383945,0.109484188349502,0.445341843420916
"2018-08-10",11.595709074402,0.158033870680926,-0.0290296343666029,1.05899865142762
"2018-08-13",-9.79138641187669,-0.116318603711963,-0.207529073954439,0.985104090065566
"2018-08-14",-14.8238906999442,0.0593345811656305,-0.0760201349220595,0.864155007635692
"2018-08-15",-78.9019039868351,-0.165015907644466,-0.164508735993366,1.19614784523686
"2018-08-16",-70.0255203419418,-0.609379427626965,-0.403000764468563,0.996778686760721
"2018-08-17",-109.394801219848,-0.813765268055624,-0.441502039646583,1.01594312166001
"2018-08-20",-66.4097791292633,-0.728182466311245,-0.490018214242032,1.39433632735866
"2018-08-21",-27.0704413596791,-0.732639723396816,-0.528554758470352,1.19445306133086
"2018-08-22",-24.1767477493234,-0.597145439313963,-0.467116939993077,1.38498750468808
"2018-08-23",-16.9286469467232,-0.611707711220603,-0.415709807988602,1.35663334480296
"2018-08-24",3.87392239341224,-0.736334389438561,-0.454338218547858,1.29678369654993
"2018-08-27",49.8310286140423,-0.771033071434473,-0.503006855924108,1.11173111402603
"2018-08-28",40.3427384566275,-0.585811050303797,-0.331720216565396,0.8951676152896
"2018-08-29",38.809098064712,-0.580675300427911,-0.340482588997036,0.865984758854495
"2018-08-30",18.4301369055805,-0.395632554037652,-0.229298124624409,1.03957373320854
"2018-08-31",7.60586840439386,-0.330689303335893,-0.148170834111215,1.21302536887513
"2018-09-03",-1.06370163189835,-0.535851876986933,-0.307104633338592,1.1206300666615
"2018-09-04",41.2214294597696,-0.691126466961465,-0.436103376939711,0.840377725956776
"2018-09-05",-25.7387352179705,-0.806519043730537,-0.495170792602932,0.747457782928281
"2018-09-06",-45.344209601806,-0.762035292081166,-0.484310427749301,0.93545932636463
"2018-09-07",-15.5949969888537,-0.847680563418012,-0.543525625115908,0.41997113608527
"2018-09-10",-38.2910819329303,-1.12345989415105,-0.752819527245598,0.451181605228019
"2018-09-11",-56.6324425414268,-1.41937797029287,-0.892195052009172,0.122678953332887
"2018-09-12",-69.4190410937735,-1.24543901346338,-0.791654806092512,0.231251213438216
"2018-09-13",-33.4508164598478,-1.22164665856837,-0.741201027383958,0.198986367871729
"2018-09-14",-24.7276788145935,-1.11800402569913,-0.67083562653338,-0.0212276966278839
"2018-09-17",-50.4495245055142,-1.07451372996773,-0.580560207808067,-0.132303175575654
"2018-09-18",14.5837603412532,-1.2511779243482,-0.690376098178826,-0.384452255712504
"2018-09-19",36.3723104533527,-1.43799831765361,-0.860284384636136,-0.636987069088778
"2018-09-20",42.1162545301075,-1.73497610151016,-1.04028586879662,-0.624319588838553
"2018-09-21",146.815706235887,-1.51211187313406,-0.88038099667027,-0.596461524791417
"2018-09-25",109.670761825954,-1.49940551257214,-0.87056978425454,-0.823119205795512
"2018-09-26",145.681456867893,-1.2668562748241,-0.70085188363292,-0.702757093807855
"2018-09-27",136.447781595881,-1.02446279509659,-0.581226587030184,-0.489148590253938
"2018-09-28",163.76966602504,-0.972223184928208,-0.571692896966984,-0.447804002152841
"2018-10-08",38.2469837685861,-1.1001351323862,-0.602249575708834,-1.58512865650649
"2018-10-09",54.4795407439352,-1.02819592365989,-0.542895149205805,-1.51609948141977
"2018-10-10",55.8671270587446,-1.00640239018661,-0.513627894462589,-1.55700556451797
"2018-10-11",-57.3904896989872,-0.664750938389222,-0.314445864072676,-0.926453343083332
"2018-10-12",2.70643496549017,-0.733237558684342,-0.335346898316423,-0.968448610793909
"2018-10-15",-28.6423307300591,-0.871857966706725,-0.396328707495024,-1.15159677836946
"2018-10-16",-23.4370196866792,-0.650607575000774,-0.337388863290621,-1.19460285621358
"2018-10-17",-15.477852965943,-0.739481435719735,-0.408524773559081,-1.2850713787031
"2018-10-18",-72.3650419412989,-0.438474332081806,-0.30973370669345,-1.21990638641688
"2018-10-19",-18.0987915884287,-0.627580741633145,-0.361012762218724,-1.40531138873641
"2018-10-22",108.720723029959,-0.816794960672407,-0.482358911628618,-1.40378939078153
"2018-10-23",22.8933343322987,-0.656111026081544,-0.383768977188783,-1.1371428167732
"2018-10-24",37.6188297963966,-0.535522637112414,-0.32523958177691,-0.824273510663258
"2018-10-25",46.2969874368238,-0.485023221806676,-0.296767189636045,-0.949482846353684
"2018-10-26",26.7275697177558,-0.484605986842808,-0.298348130568386,-0.528371857025534
"2018-10-29",-52.2896800334552,-0.284263938410092,-0.129978611704502,-0.623441183381412
"2018-10-30",-22.5550295378564,-0.333989882381147,-0.171654716849675,-0.687891247715308
"2018-10-31",6.13127509805933,-0.293776507125326,-0.17337247608134,-1.09662221461723
"2018-11-01",15.3689970911712,-0.173616362953997,-0.155127848521899,-0.990333964330244
"2018-11-02",101.757897123792,-0.643501878743216,-0.426916721628428,-1.47832592379785
"2018-11-05",65.4977295253108,-0.593425411602755,-0.378734918734373,-1.45139711059887
"2018-11-06",53.1882065626893,-0.373379052644781,-0.200578086703017,-1.54994593123181
"2018-11-07",34.0290134285778,-0.213354647683279,-0.13244171584381,-1.57097019224591
"2018-11-08",43.2198133297857,-0.123343888192268,-0.0343212135553695,-1.84256705950544
"2018-11-09",-13.4397445930645,-0.243338377453581,-0.106211932490152,-1.55223304949959
"2018-11-12",-5.1500290647124,-0.303329667763644,-0.168109211113663,-1.34056391707282
"2018-11-13",11.2885967456989,-0.223309210832512,-0.150008343987626,-1.19195477543831
"2018-11-14",-21.5242282023613,0.176731667013919,0.00809544381580728,-0.934600183675795
"2018-11-15",8.61113038438974,0.236801731756927,0.0662069892318955,-1.00589420815858
"2018-11-16",10.6943156965086,0.626909676323928,0.224331125849545,-0.655830528933846
"2018-11-19",46.9249673650613,0.427064095758096,0.142472659890411,-0.525002410251203
"2018-11-20",1.9027206005565,0.327273325963185,0.140636304846689,-0.504102845268444
"2018-11-21",-1.77280878341666,0.427545526312089,0.108826715318024,-0.671324610126128
"2018-11-22",-15.5020057599174,0.177888720895979,-0.0429515122292748,-0.713960272590944
"2018-11-23",-52.285254569065,0.228310757075893,0.0153061736865289,-0.600902122930229
"2018-11-26",-49.9229330430493,-0.00118059131943484,-0.096395657698454,-0.816442156288052
"2018-11-27",-64.4153974015736,0.149422355164838,0.00194755652494971,-0.751172119420465
"2018-11-28",-37.9629832280159,0.14012727647091,-0.0296595808880926,-0.65518342160029
"2018-11-29",-50.3659994791045,0.320941790776092,0.0887875320128248,-0.590967161594249
"2018-11-30",-31.6247394193211,0.141873458334632,-0.00270649056203741,-0.527114167342579
"2018-12-03",23.2605245062869,0.27292970673668,0.075862928896451,-0.432515022504713
"2018-12-04",33.2895329250667,0.484117904927045,0.154500369016209,-0.0258600928515852
"2018-12-05",21.2620168492678,0.435445309032894,0.103210377066207,NA
"2018-12-06",-26.6223064692957,0.566918975066189,0.201997436451538,0.255360434630114
"2018-12-07",-38.7637285676823,0.538545779043418,0.220865987914221,0.442356383642845
"2018-12-10",-57.1625299784087,0.640332362639794,0.289820388698304,0.363437472334213
"2018-12-11",-52.6189752106316,0.582285144917141,0.258864904751282,0.143413235999119
"2018-12-12",-50.7333051446586,0.614410280249131,0.308003682220089,-0.0302069402985689
"2018-12-13",-19.5057389104371,-0.0132863176831539,-0.00275923975242183,-0.0478137307758759
"2018-12-14",-52.1364746667046,-0.160798989171679,-0.0834199493399827,0.0903022028375881
"2018-12-17",-53.2257025093768,-0.478122069015264,-0.343974533575494,0.228150218574849
"2018-12-18",-87.773590983052,-0.285249825546238,-0.234419045009526,0.459339637142751
"2018-12-19",-115.580286631285,-0.0921763294598865,-0.114749394007559,0.59647968493924
"2018-12-20",-154.24589971534,0.261104466459553,0.0850386059645481,0.530179398490213
"2018-12-21",-197.970492720352,0.0945986475292399,-0.0250508111264827,0.510347567760985
"2018-12-24",-182.954064372192,-0.0216878088631585,-0.0750134464649676,0.958992763560671
"2018-12-25",-194.59653156387,0.202251035566431,0.0551549091190023,NA
"2018-12-26",-215.497735562483,0.436421128066918,0.17545849580349,0.46972334574291
"2018-12-27",-215.057437196921,0.440828332284942,0.145901530967536,0.870847277751444
"2018-12-28",-218.675308217656,0.855478331467691,0.396488159462761,0.927972328865413
"2019-01-02",-246.550931479246,1.21037662664243,0.587222465830575,1.40065504204731
"2019-01-03",-242.683799444756,1.24552836521562,0.58810837072088,2.23812619995481
"2019-01-04",-197.273302662846,1.01093819427292,0.489149552048589,1.43462527325923
"2019-01-07",-202.918731366505,0.986610246048727,0.520349444629011,1.24035722795482
"2019-01-08",-211.019294243972,1.5025482348958,0.811711281082094,0.842626437019765
"2019-01-09",-190.174116104872,1.31875546734203,0.753238078936708,0.772836760717989
"2019-01-10",-189.78223453197,1.02523462882229,0.544932520192644,0.702691711005907
"2019-01-11",-172.442608497724,1.04198785965089,0.5967969754913,0.897994480380108
"2019-01-14",-198.554118526387,0.839016876351992,0.468833590221084,0.85864797087269
"2019-01-15",-158.715573861237,0.776322964733245,0.451044263078531,0.803454713320724
"2019-01-16",-157.525701671202,1.25390706378653,0.763430698962678,0.560416883631041
"2019-01-17",-170.583163518705,1.28176979160347,0.825994416330283,0.317236325594435
"2019-01-18",-132.286555851272,1.01991124796045,0.678736618065212,0.0113146513481613
"2019-01-21",-113.634404604346,0.88833100280149,0.601658165619264,0.0176533418967388
"2019-01-22",-145.4251810313,0.947028204481353,0.654759639881258,0.273653873567169
"2019-01-23",-158.057309413683,0.67600163415347,0.488041373039425,0.0764177153895075
"2019-01-24",-144.12915392009,0.695249681508706,0.501503426629955,0.347646223277152
"2019-01-25",-120.439013384487,0.524770456805546,0.425145660452533,-0.0219592784462933
"2019-01-28",-124.985127063898,0.554561782913983,0.498967727005891,0.0456023908412602
"2019-01-29",-109.765684430464,0.764621265785257,0.592969103050105,0.25363242083856
"2019-01-30",-123.578823292625,0.894946282137322,0.667149059092673,0.430231982393986
"2019-01-31",-89.0226360860291,0.875533892624154,0.691506620530604,0.887802141514861
"2019-02-01",-73.8951641639113,0.746380787964732,0.616040536989095,0.298243786367662
"2019-02-11",-61.1944120809758,1.11748329696841,0.830749272252216,0.209418235463629
"2019-02-12",-55.3183538467394,1.05883743992015,0.85563103545759,0.00887022345114861
"2019-02-13",-8.8649381753827,0.960438775181813,0.810683692344072,-0.238704715145824
"2019-02-14",-15.6320909146807,0.722282423435181,0.66590475496778,0.122893197880533
"2019-02-15",-71.417734248097,0.754363108354977,0.661291400280314,-0.0314361605909787
"2019-02-18",-17.0197838972909,0.576675255053537,0.516840529975008,-0.139092964480425
"2019-02-19",-25.8361260627876,0.779212976819272,0.592548772394177,0.0342226252867315
"2019-02-20",-18.2646399097865,0.861970148566417,0.648412542239069,-0.0425894947198666
"2019-02-21",-32.7031939238535,0.494940323114481,0.674428009275141,-0.369729442076551
"2019-02-22",17.6503509592707,0.30811669697869,0.350591075239551,-0.103297316755538
"2019-02-25",214.798147322059,-0.0485077379139713,0.0668973630886381,-0.337093065896215
"2019-02-26",123.942340451037,-0.334940116999601,-0.146657649141392,-0.0711165939405959
"2019-02-27",128.284986843801,-0.156187555662936,-0.0550785110675672,-0.53966766598981
"2019-02-28",121.028091765182,-0.32225703083863,-0.113369711684283,-0.727346017747515
"2019-03-01",186.973607452147,-0.518155454899162,-0.226535717218744,-1.10265116184117
"2019-03-04",193.723436113522,-0.233889607009195,-0.0995809470354426,-0.915682310241752
"2019-03-05",190.679402670762,-0.164466052147999,-0.0675097268585143,-0.96333821912942
"2019-03-06",190.043251967835,-0.054891258615267,-0.0603263412490907,-0.511217266177453
"2019-03-07",142.416650029525,0.434828373273478,0.221964953137671,-0.090617430854284
"2019-03-08",35.8011843243685,0.454686465892656,0.329359924582815,-0.0295364813120584
"2019-03-11",46.7983834515769,0.364676461875745,0.246854249616203,-0.187472148244072
"2019-03-12",54.6097612116054,0.414791615907553,0.279443468623423,-0.00182215013579609
"2019-03-13",59.4368120603618,0.490025031929611,0.257123019950458,-0.0976841279782537
"2019-03-14",57.4810078802441,0.230369642425925,0.114888226432495,-0.271855722009507
"2019-03-15",78.5437959848502,0.335818177323802,0.172734304620632,-0.102434532089454
"2019-03-18",158.426599927454,0.176363271324727,0.0756564235756936,-0.245818045703433
"2019-03-19",130.530810794435,0.0519974203167068,-0.00135031904294498,-0.326803707994004
"2019-03-20",133.257754185103,0.092713047285971,0.0117091431507404,0.248211137506785
"2019-03-21",114.60870174249,0.29350255372516,0.159829877100963,0.119929282354835
"2019-03-22",110.984870026294,0.444358302803461,0.228006944911885,0.72575341550559
"2019-03-25",20.5874282215192,0.745272536367513,0.421235342620489,1.11268617634007
"2019-03-26",15.017499636491,0.741237312584177,0.424509972014821,0.99942990424273
"2019-03-27",35.2761990695557,0.587244381554748,0.362825560760992,1.27658647865751
"2019-03-28",30.9646351113729,0.69328518698267,0.411176661049945,0.991157365905023
"2019-03-29",128.483901770994,0.549350929828246,0.339557675095113,0.7366435046159
"2019-04-01",179.835080257742,0.0804325244755572,0.0429628351459457,0.0445454237163363
"2019-04-02",177.01919867093,-0.118479341770908,-0.0486137669075559,0.16476334763361
"2019-04-03",203.837210773299,-0.627394014854228,-0.330178056934452,-0.184002517618564
"2019-04-04",235.689997154995,-0.921320791742908,-0.56173594070887,-0.204752034132252
"2019-04-08",234.578354148065,-0.705268710065973,-0.508293187522585,-0.371901080441345
"2019-04-09",237.702980659631,-0.889246426615502,-0.569855334468349,-0.236999932638519
"2019-04-10",248.264478631832,-0.688262306653873,-0.48642770853094,-0.164781011808914
"2019-04-11",191.263351749725,-0.547324347864625,-0.373015401139818,-0.405243687261219
"2019-04-12",187.700001075851,-0.756440263431378,-0.439623302654854,-0.958387260191224
"2019-04-15",176.774748612268,-1.03561754029545,-0.656256149246272,-0.949210864283322
"2019-04-16",284.687838773307,-1.24486335271725,-0.767918495361808,-1.31521323706289
"2019-04-17",265.639442901749,-0.994184446873832,-0.589614624179191,-1.33769272368981
"2019-04-18",250.829614661954,-0.938587054365911,-0.556348501449638,-1.15714712566755
"2019-04-19",268.258297913497,-1.03307699583831,-0.578123849201279,NA
"2019-04-22",221.725332833174,-1.20765970396173,-0.704944159490151,-1.36747369155132
"2019-04-23",226.230448710423,-1.11234018437435,-0.656812685399234,-1.26536919157863
"2019-04-24",213.173283182563,-1.52712294351639,-0.858732388615766,-0.929129830727888
"2019-04-25",170.953380372265,-1.35201202803155,-0.75070595932731,-1.10865129092474
"2019-04-26",128.370196284876,-1.0770108533118,-0.587735732755686,-0.882028870030162
"2019-04-29",171.823116260515,-1.25212227588229,-0.719823733811237,-1.20255740763326
"2019-04-30",176.711472576268,-0.782348707075028,-0.436971744457922,-0.976231378727708
"2019-05-06",22.4345264844615,-0.622692040644691,-0.299181249113689,-1.19745461102402
"2019-05-07",29.19146619196,-0.703153846955008,-0.326453551569568,-0.924956036443074
"2019-05-08",-16.8185293679429,-0.568735438973131,-0.28378983194747,-1.23065922628672
"2019-05-09",-83.5962933284664,-0.399437839011572,-0.206191135426388,-1.08335515546629
"2019-05-10",-3.5426518707546,-0.345261834289568,-0.213658389877996,-1.10793429018839
"2019-05-13",-50.2583966205683,-0.0812080469155638,-0.0561924379426653,-0.679486648843844
"2019-05-14",-72.1443177393155,-0.207276956280295,-0.158794033943251,-0.876201791848378
"2019-05-15",-17.0011846135655,-0.188469008206348,-0.126463908974789,-0.619768998745051
"2019-05-16",-12.829736808416,-0.129784562836547,-0.0942027284934135,-0.92587718689027
"2019-05-17",-80.8307068612487,-0.0762239024080374,-0.0720111056800336,-0.903815017452971
"2019-05-20",-108.004822006258,-0.11778725551043,-0.0898896147758959,-1.13187076888171
"2019-05-21",-92.552776065336,-0.319474819225317,-0.152838800256034,-1.37553234602416
"2019-05-22",-104.07521821563,-0.966286741945446,-0.200859169438218,-1.08798718585816
"2019-05-23",-143.772759376703,-0.753223040006011,-0.398951166463061,-0.409722156771909
"2019-05-24",-133.445967447527,-0.780283330318112,-0.402115152443971,-0.715823677423215
"2019-05-27",-112.095350897291,-1.25746691844034,-0.730351323584159,-0.631277997107443
"2019-05-28",-101.321363033906,-1.02477278739376,-0.613659709868745,-0.359071069227207
"2019-05-29",-89.5244108295941,-0.702199400413216,-0.392040039384647,-0.18068858624007
"2019-05-30",-98.3048593744333,-0.694744797133763,-0.370491786556632,-0.189616092178226
"2019-05-31",-116.463036752628,-0.657406726929327,-0.334014263755912,0.31716094361585
"2019-06-03",-98.7992304132431,-0.395182651994193,-0.217606630207359,0.808457130178964
"2019-06-04",-118.313679664054,-0.248069762777303,-0.116267907067736,0.502986945446375
"2019-06-05",-126.406582973349,-0.106065086374855,-0.0599970255440525,0.838264533170279
"2019-06-06",-142.078089903183,-0.149165547341009,-0.098792868782643,0.75190382918757
"2019-06-10",-109.928297764277,-0.217368026386994,-0.1326542951296,0.548321592624183
"2019-06-11",-40.157245137938,-0.540669342564933,-0.31158012209398,0.478126225677141
"2019-06-12",-50.3649251656151,-0.514066225075558,-0.275569112350863,0.658144982442107
"2019-06-13",-56.1513143892608,-0.312555179628995,-0.149619899780752,0.947690325734597
"2019-06-14",-66.7163685320383,-0.0861324994407971,-0.0187310043548536,0.846874446318733
"2019-06-17",-56.4600201064831,-0.00479434852893191,0.00209911580244734,0.793209143222608
"2019-06-18",-47.3821740471354,-0.188536855307642,-0.0621279896906086,0.943005865409241
"2019-06-19",-3.4827119503503,-0.327356146209157,-0.101410772083475,1.1241757339621
"2019-06-20",90.0385041734649,-0.326248269732547,-0.0957476569443993,1.36822948016294
"2019-06-21",70.1816137534542,-0.230209139060667,-0.0401370279224235,0.784477370605054
"2019-06-24",72.7467190005625,-0.404234532518567,-0.134577229088497,1.12282910631106
"2019-06-25",28.9338931153941,-0.32832013327214,-0.114066587922288,1.30519406403099
"2019-06-26",24.3431792280724,-0.467461457392941,-0.178603376274915,0.706781156383295
"2019-06-27",59.9746085085092,-0.531653885238121,-0.208185818846823,0.952398756471203
"2019-06-28",58.6282020641646,-0.210892603935137,-0.0578120665110031,0.948254945243882
"2019-07-01",120.703956211449,-0.155172580847139,-0.0224801840848247,0.616457409966567
"2019-07-02",117.001843032173,0.290511303837245,0.222811787511401,1.01931344593358
"2019-07-03",87.521784713992,0.451164234071561,0.263065816650084,1.11003009362219
"2019-07-04",75.6636550807022,0.426791273723655,0.298283779601913,1.09181397216441
"2019-07-05",81.8272917781849,0.242397300168209,0.153467443896855,0.230171241851107
"2019-07-08",13.8125011759569,0.162987014361504,0.0836184537663384,0.243907611661708
"2019-07-09",2.01905581939554,0.343565017062621,0.168738390004495,-0.00757130456784938
"2019-07-10",1.0467225443568,0.284135841658291,0.193828798840934,-0.00875999382466269
"2019-07-11",5.49526735218282,0.279703879519288,0.163891156755731,-0.415652939964323
"2019-07-12",23.5644558114403,0.445273404566086,0.233926860107811,-0.431644623221909
"2019-07-15",22.4540512191729,0.135848575100779,0.108937237510134,-0.369029352018935
"2019-07-16",4.56380713191802,0.171433365367378,0.118923520879652,-0.696701256351064
"2019-07-17",-6.90653217545738,0.212031693455566,0.158886897103094,-0.305154313674051
"2019-07-18",-20.3572243145788,0.387647406591319,0.263828503909,-0.0537822134540629
"2019-07-19",8.21147595779941,0.358284264355295,0.243749413348414,-0.208278519018393
"2019-07-22",-5.6006777001659,0.473945866090215,0.303650588416321,-0.159136771463216
"2019-07-23",-8.39393502464554,0.469635663038553,0.288532891351447,-0.453350425791404
"2019-07-24",16.6314565632894,0.225356910532661,0.158397058875615,-0.340912871224997
"2019-07-25",42.0752531122438,0.271112669776296,0.188243708442747,-0.649817309588344
"2019-07-26",43.5372037961354,0.301905908819775,0.218073392031765,-0.723856801786604
"2019-07-29",36.417040396622,0.107739483646383,0.0778865838092533,-0.563124140117546
"2019-07-30",47.5144766988112,0.19361612544358,0.147683667799004,-0.698811817664219
"2019-07-31",19.4292114344469,0.424538520863606,0.282464995829644,-0.630812094737612
"2019-08-01",-8.83907630522249,0.470509276525749,0.282230858683301,0.593883057212628
"2019-08-02",-54.4907154602639,0.736530823562042,0.421981430382422,0.569081927488212
"2019-08-05",-111.526031317016,1.07260539861488,0.621716768286577,1.6229925599042
"2019-08-06",-143.145326637541,1.06373493387449,0.581436755325167,1.55232276304114
"2019-08-07",-166.748858083521,1.12492091815904,0.57614101743487,1.96667967459737
"2019-08-08",-135.136823146105,1.10616440058163,0.580828940209823,1.61586979060567
"2019-08-09",-139.909350389215,1.24246596525811,0.625499671090639,1.34369879415062
"2019-08-12",-101.066512516565,1.17882573906061,0.655152117426564,2.056471700381
"2019-08-13",-120.408324399048,1.3002433352757,0.684784928010477,1.37919296901818
"2019-08-14",-106.934759130669,1.25171787991086,0.649396480821683,2.07736620971694
"2019-08-15",-97.0457400335111,0.86324796150507,0.578984870776937,2.47929446202981
"2019-08-16",-106.941146227124,0.779831651187718,0.378547924358644,2.35057990681075
"2019-08-19",-47.4208167161996,0.876466663256012,0.443083228720049,1.87862370007328
"2019-08-20",-50.4845463003436,0.773150389656233,0.367588214538024,2.15722602619392
"2019-08-21",-50.3321101772621,0.554879860038667,0.242060129336571,1.90508629300351
"2019-08-22",-48.5632626763543,0.6316517844641,0.301496068693515,1.71610301662266
"2019-08-23",-13.1777373217732,0.66346264362841,0.310893028128854,2.3088739256835
"2019-08-26",-54.7752475636047,0.715308657127972,0.340247878536116,2.07409603945229
"2019-08-27",-35.755501404705,0.787185770310391,0.369557362298192,2.41796542279918
"2019-08-28",-58.3181842061335,0.734089632843557,0.333818081153117,2.59047728324553
"2019-08-29",-69.0629665490168,1.09101556900427,0.49302648407889,2.07602582882427
"2019-08-30",-58.9894949080485,0.782958599626286,0.312178882066455,2.12460419676834
"2019-09-02",-40.8973872102028,0.61491329456136,0.231271382309489,2.31440466616555
"2019-09-03",-40.9862369984548,0.576873900017634,0.18529996295948,2.5828186378777
"2019-09-04",-6.25562091045686,0.708834408022844,0.279260506569489,2.6798365560854
"2019-09-05",27.8949013581806,0.955788572148256,0.418148819097341,2.3710477973339
"2019-09-06",64.6657726976974,0.977729852961465,0.476960591065348,2.35964063043336
"2019-09-09",54.8574244676079,0.879651315945515,0.410691340150148,1.86440234409766
"2019-09-10",46.4702612973153,0.691545622429264,0.294336386872118,1.15081925166096
"2019-09-11",34.3046651403037,0.563405070129038,0.267890881988296,0.859576895787773
"2019-09-12",74.3609987411669,0.265221670904079,0.101349854588811,0.396860343439637
"2019-09-16",57.4396106642937,0.356987203724531,0.14970822302862,-0.0430566681358907
"2019-09-17",9.14081873623913,0.178693337928779,0.0629608637686027,0.182912169289008
"2019-09-18",23.0649170403157,-0.0196684047091587,-0.0388974086135727,0.0186455853874855
"2019-09-19",28.8121958813896,0.16689342372014,0.0741281944341563,0.385928271399959
"2019-09-20",34.1829360302354,0.268370279256248,0.122032477542502,0.425444910858597
"2019-09-23",0.377406347780695,0.199753548951594,0.0848102147003815,0.91848002776866
