"","IH00C1_hpft","T00C1_hpft","TF00C1_hpft","TY00Y_hpft"
"2018-05-04",2713.5245691992,93.964545222827,97.2379609035531,119.940918558272
"2018-05-07",2709.70925635201,93.9864851439935,97.2522103988861,119.92360652726
"2018-05-08",2705.88790334348,94.0084087527209,97.2664112013407,119.906620879486
"2018-05-09",2702.06140606949,94.0303104548769,97.2805597710457,119.889958783935
"2018-05-10",2698.2306679954,94.052184669388,97.2946527762934,119.873617267343
"2018-05-11",2694.39659942296,94.0740257571817,97.3086870463548,119.857593104851
"2018-05-14",2690.56012552218,94.0958281072178,97.3226596317918,119.841882878433
"2018-05-15",2686.72218560142,94.1175861191929,97.3365677779884,119.826482983513
"2018-05-16",2682.8837460192,94.1392941986615,97.3504089152411,119.811389577304
"2018-05-17",2679.04579929059,94.1609467191073,97.3641806158073,119.796598307478
"2018-05-18",2675.20935071017,94.1825380460383,97.3778805923177,119.782104318405
"2018-05-21",2671.37541315942,94.2040624453652,97.3915065928777,119.767902224939
"2018-05-22",2667.54502431753,94.2255141654146,97.4050563582009,119.75398625408
"2018-05-23",2663.71924783287,94.2468874941702,97.4185276490467,119.74035024435
"2018-05-24",2659.89916680442,94.268176899215,97.4319183108896,119.726987651546
"2018-05-25",2656.08586469523,94.2893770230293,97.4452262972865,119.713891761059
"2018-05-28",2652.2804204631,94.3104826328545,97.458449635406,119.701055758003
"2018-05-29",2648.48390922741,94.3314888227446,97.4715865321346,119.688472913475
"2018-05-30",2644.69741095194,94.3523909263022,97.4846353190076,119.676136744869
"2018-05-31",2640.92200432568,94.3731845782675,97.4975944715806,119.664041395667
"2018-06-01",2637.1587447666,94.39386574308,97.5104626164361,119.652181382183
"2018-06-04",2633.40868813821,94.4144305533405,97.5232384679566,119.640551643791
"2018-06-05",2629.67288800626,94.4348753343306,97.5359208395397,119.629147354081
"2018-06-06",2625.95241562475,94.4551965045734,97.5485085680458,119.617963777104
"2018-06-07",2622.24836528303,94.475390521913,97.5610004796209,119.606996220423
"2018-06-08",2618.56185261942,94.4954538709806,97.5733953596912,119.596239852433
"2018-06-11",2614.89401921127,94.5153830300454,97.5856919353994,119.585689836077
"2018-06-12",2611.24601409222,94.5351745660609,97.5978889200834,119.575341346185
"2018-06-13",2607.61900246069,94.5548251264285,97.609985012328,119.565189483434
"2018-06-14",2604.01417710856,94.5743312820048,97.6219788206511,119.555229278629
"2018-06-15",2600.43275231453,94.5936896347212,97.633868924642,119.545455580615
"2018-06-19",2596.87596715309,94.6128969335283,97.6456539320066,119.526446880535
"2018-06-20",2593.34508804948,94.6319501407989,97.6573325149895,119.517201523362
"2018-06-21",2589.84136693008,94.6508465731971,97.668903500575,119.508122061025
"2018-06-22",2586.36604731141,94.6695837160587,97.6803657705869,119.499203493952
"2018-06-25",2582.92035748114,94.6881593602558,97.6917183437105,119.490440948387
"2018-06-26",2579.50551441501,94.7065716647225,97.7029604203585,119.481829686527
"2018-06-27",2576.12270230097,94.7248190413037,97.7140913531765,119.473365194139
"2018-06-28",2572.77306469127,94.7429001719454,97.7251106465293,119.465043158284
"2018-06-29",2569.45767853662,94.7608140838231,97.7360179973699,119.456859645169
"2018-07-02",2566.17755168508,94.7785602038733,97.7468133320201,119.448811019637
"2018-07-03",2562.9336455819,94.796138421658,97.7574968471312,119.440893954997
"2018-07-04",2559.72682999841,94.8135491688366,97.7680690754938,119.433105404069
"2018-07-05",2556.55789189604,94.830793304425,97.7785307948151,119.425442699342
"2018-07-06",2553.42752989017,94.847872082797,97.7888830109485,119.417903504531
"2018-07-09",2550.33635622144,94.8647871713592,97.7991269701032,119.410485837128
"2018-07-10",2547.28491226911,94.8815405525499,97.8092640842942,119.403188090863
"2018-07-11",2544.27369975633,94.8981344631128,97.8192958940387,119.396008961267
"2018-07-12",2541.30317977919,94.9145714119715,97.8292240683,119.388947416401
"2018-07-13",2538.37375826108,94.9308542932458,97.8390504830121,119.382002770886
"2018-07-16",2535.48580933671,94.9469863463883,97.8487771880407,119.375174669432
"2018-07-17",2532.63967689378,94.9629712362584,97.8584064775264,119.368463167214
"2018-07-18",2529.83566733401,94.9788131043259,97.8679409147994,119.361868642292
"2018-07-19",2527.07404430137,94.9945165496605,97.8773833283986,119.355391785449
"2018-07-20",2524.35502496353,95.0100866265191,97.8867368081306,119.34903357708
"2018-07-23",2521.67878627884,95.0255289659953,97.8960047879725,119.342795386762
"2018-07-24",2519.04548430831,95.0408494471627,97.9051908231245,119.336678846706
"2018-07-25",2516.45527541103,95.0560542072262,97.9142986192477,119.330685660556
"2018-07-26",2513.90833246181,95.0711494863791,97.9233319625296,119.324817625298
"2018-07-27",2511.40484443348,95.0861416752557,97.9322947407209,119.319076659579
"2018-07-30",2508.94500488382,95.1010373417597,97.9411909724697,119.313464696339
"2018-07-31",2506.52901489167,95.1158432455352,97.9500248532208,119.307983723919
"2018-08-01",2504.15708928219,95.1305663194087,97.9588007639381,119.302635762542
"2018-08-02",2501.82945985763,95.1452138203454,97.9675233170571,119.297422879523
"2018-08-03",2499.54635050152,95.1597934060354,97.9761974024597,119.29234710752
"2018-08-06",2497.30795747277,95.1743130792362,97.9848281549342,119.287410491874
"2018-08-07",2495.11443836187,95.1887812602836,97.9934209960589,119.28261520898
"2018-08-08",2492.96591417387,95.2032067438881,98.0019815892984,119.277963620003
"2018-08-09",2490.86249999667,95.2175986146161,98.0105158116505,119.273458156579
"2018-08-10",2488.8042909256,95.2319661293191,98.0190296343666,119.269101348572
"2018-08-13",2486.79138641188,95.246318603712,98.0275290739544,119.264895909934
"2018-08-14",2484.82389069994,95.2606654188344,98.0360201349221,119.260844992364
"2018-08-15",2482.90190398683,95.2750159076445,98.0445087359934,119.256952154763
"2018-08-16",2481.02552034194,95.289379427627,98.0530007644686,119.253221313239
"2018-08-17",2479.19480121985,95.3037652680556,98.0615020396466,119.24965687834
"2018-08-20",2477.40977912926,95.3181824663112,98.070018214242,119.246263672641
"2018-08-21",2475.67044135968,95.3326397233968,98.0785547584703,119.243046938669
"2018-08-22",2473.97674774932,95.347145439314,98.0871169399931,119.240012495312
"2018-08-23",2472.32864694672,95.3617077112206,98.0957098079886,119.237166655197
"2018-08-24",2470.72607760659,95.3763343894386,98.1043382185479,119.23451630345
"2018-08-27",2469.16897138596,95.3910330714345,98.1130068559241,119.232068885974
"2018-08-28",2467.65726154337,95.4058110503038,98.1217202165654,119.22983238471
"2018-08-29",2466.19090193529,95.4206753004279,98.130482588997,119.227815241146
"2018-08-30",2464.76986309442,95.4356325540377,98.1392981246244,119.226026266791
"2018-08-31",2463.39413159561,95.4506893033359,98.1481708341112,119.224474631125
"2018-09-03",2462.0637016319,95.4658518769869,98.1571046333386,119.223169933338
"2018-09-04",2460.77857054023,95.4811264669615,98.1661033769397,119.222122274043
"2018-09-05",2459.53873521797,95.4965190437305,98.1751707926029,119.221342217072
"2018-09-06",2458.34420960181,95.5120352920812,98.1843104277493,119.220840673635
"2018-09-07",2457.19499698885,95.527680563418,98.1935256251159,119.220628863915
"2018-09-10",2456.09108193293,95.543459894151,98.2028195272456,119.220718394772
"2018-09-11",2455.03244254143,95.5593779702929,98.2121950520092,119.221121046667
"2018-09-12",2454.01904109377,95.5754390134634,98.2216548060925,119.221848786562
"2018-09-13",2453.05081645985,95.5916466585684,98.2312010273839,119.222913632128
"2018-09-14",2452.12767881459,95.6080040256991,98.2408356265334,119.224327696628
"2018-09-17",2451.24952450551,95.6245137299677,98.2505602078081,119.226103175576
"2018-09-18",2450.41623965875,95.6411779243482,98.2603760981788,119.228252255713
"2018-09-19",2449.62768954665,95.6579983176536,98.2702843846361,119.230787069089
"2018-09-20",2448.88374546989,95.6749761015102,98.2802858687966,119.233719588839
"2018-09-21",2448.18429376411,95.6921118731341,98.2903809966703,119.237061524791
"2018-09-25",2447.52923817405,95.7094055125721,98.3005697842545,119.245019205796
"2018-09-26",2446.91854313211,95.7268562748241,98.3108518836329,119.249657093808
"2018-09-27",2446.35221840412,95.7444627950966,98.3212265870302,119.254748590254
"2018-09-28",2445.83033397496,95.7622231849282,98.331692896967,119.260304002153
"2018-10-08",2445.35301623141,95.7801351323862,98.3422495757088,119.303928656506
"2018-10-09",2444.92045925606,95.7981959236599,98.3528951492058,119.31299948142
"2018-10-10",2444.53287294126,95.8164023901866,98.3636278944626,119.322605564518
"2018-10-11",2444.19048969899,95.8347509383892,98.3744458640727,119.332753343083
"2018-10-12",2443.89356503451,95.8532375586843,98.3853468983164,119.343448610794
"2018-10-15",2443.64233073006,95.8718579667067,98.396328707495,119.354696778369
"2018-10-16",2443.43701968668,95.8906075750008,98.4073888632906,119.366502856214
"2018-10-17",2443.27785296594,95.9094814357197,98.4185247735591,119.378871378703
"2018-10-18",2443.1650419413,95.9284743320818,98.4297337066935,119.391806386417
"2018-10-19",2443.09879158843,95.9475807416331,98.4410127622187,119.405311388736
"2018-10-22",2443.07927697004,95.9667949606724,98.4523589116286,119.419389390782
"2018-10-23",2443.1066656677,95.9861110260815,98.4637689771888,119.434042816773
"2018-10-24",2443.1811702036,96.0055226371124,98.4752395817769,119.449273510663
"2018-10-25",2443.30301256318,96.0250232218067,98.486767189636,119.465082846354
"2018-10-26",2443.47243028224,96.0446059868428,98.4983481305684,119.481471857026
"2018-10-29",2443.68968003346,96.0642639384101,98.5099786117045,119.498441183381
"2018-10-30",2443.95502953786,96.0839898823811,98.5216547168497,119.515991247715
"2018-10-31",2444.26872490194,96.1037765071253,98.5333724760813,119.534122214617
"2018-11-01",2444.63100290883,96.123616362954,98.5451278485219,119.55283396433
"2018-11-02",2445.04210287621,96.1435018787432,98.5569167216284,119.572125923798
"2018-11-05",2445.50227047469,96.1634254116027,98.5687349187344,119.591997110599
"2018-11-06",2446.01179343731,96.1833790526448,98.580578086703,119.612445931232
"2018-11-07",2446.57098657142,96.2033546476833,98.5924417158438,119.633470192246
"2018-11-08",2447.18018667021,96.2233438881923,98.6043212135554,119.655067059505
"2018-11-09",2447.83974459306,96.2433383774536,98.6162119324902,119.6772330495
"2018-11-12",2448.55002906471,96.2633296677636,98.6281092111137,119.699963917073
"2018-11-13",2449.3114032543,96.2833092108325,98.6400083439876,119.723254775438
"2018-11-14",2450.12422820236,96.3032683329861,98.6519045561842,119.747100183676
"2018-11-15",2450.98886961561,96.3231982682431,98.6637930107681,119.771494208159
"2018-11-16",2451.90568430349,96.3430903236761,98.6756688741505,119.796430528934
"2018-11-19",2452.87503263494,96.3629359042419,98.6875273401096,119.821902410251
"2018-11-20",2453.89727939944,96.3827266740368,98.6993636951533,119.847902845268
"2018-11-21",2454.97280878342,96.4024544736879,98.711173284682,119.874424610126
"2018-11-22",2456.10200575992,96.422111279104,98.7229515122293,119.901460272591
"2018-11-23",2457.28525456906,96.4416892429241,98.7346938263135,119.92900212293
"2018-11-26",2458.52293304305,96.4611805913194,98.7463956576985,119.957042156288
"2018-11-27",2459.81539740157,96.4805776448352,98.7580524434751,119.98557211942
"2018-11-28",2461.16298322802,96.4998727235291,98.7696595808881,120.0145834216
"2018-11-29",2462.5659994791,96.5190582092239,98.7812124679872,120.044067161594
"2018-11-30",2464.02473941932,96.5381265416654,98.792706490562,120.074014167343
"2018-12-03",2465.53947549371,96.5570702932633,98.8041370711035,120.104415022505
"2018-12-04",2467.11046707493,96.575882095073,98.8154996309838,120.135260092852
"2018-12-05",2468.73798315073,96.5945546909671,98.8267896229338,NA
"2018-12-06",2470.4223064693,96.6130810249338,98.8380025635485,120.16653956537
"2018-12-07",2472.16372856768,96.6314542209566,98.8491340120858,120.198243616357
"2018-12-10",2473.96252997841,96.6496676373602,98.8601796113017,120.230362527666
"2018-12-11",2475.81897521063,96.6677148550829,98.8711350952487,120.262886764001
"2018-12-12",2477.73330514466,96.6855897197509,98.8819963177799,120.295806940299
"2018-12-13",2479.70573891044,96.7032863176832,98.8927592397524,120.329113730776
"2018-12-14",2481.7364746667,96.7207989891717,98.90341994934,120.362797797162
"2018-12-17",2483.82570250938,96.7381220690153,98.9139745335755,120.396849781425
"2018-12-18",2485.97359098305,96.7552498255462,98.9244190450095,120.431260362857
"2018-12-19",2488.18028663128,96.7721763294599,98.9347493940076,120.466020315061
"2018-12-20",2490.44589971534,96.7888955335404,98.9449613940355,120.50112060151
"2018-12-21",2492.77049272035,96.8054013524708,98.9550508111265,120.536552432239
"2018-12-24",2495.15406437219,96.8216878088632,98.965013446465,120.572307236439
"2018-12-25",2497.59653156387,96.8377489644336,98.974845090881,NA
"2018-12-26",2500.09773556248,96.8535788719331,98.9845415041965,120.608376654257
"2018-12-27",2502.65743719692,96.8691716677151,98.9940984690325,120.644752722249
"2018-12-28",2505.27530821766,96.8845216685323,99.0035118405372,120.681427671135
"2019-01-02",2507.95093147925,96.8996233733576,99.0127775341694,120.755644957953
"2019-01-03",2510.68379944476,96.9144716347844,99.0218916292791,120.793173800045
"2019-01-04",2513.47330266285,96.9290618057271,99.0308504479514,120.830974726741
"2019-01-07",2516.3187313665,96.9433897539513,99.039650555371,120.869042772045
"2019-01-08",2519.21929424397,96.9574517651042,99.0482887189179,120.90737356298
"2019-01-09",2522.17411610487,96.971244532658,99.0567619210633,120.945963239282
"2019-01-10",2525.18223453197,96.9847653711777,99.0650674798074,120.984808288994
"2019-01-11",2528.24260849772,96.9980121403491,99.0732030245087,121.02390551962
"2019-01-14",2531.35411852639,97.010983123648,99.0811664097789,121.063252029127
"2019-01-15",2534.51557386124,97.0236770352668,99.0889557369215,121.102845286679
"2019-01-16",2537.7257016712,97.0360929362135,99.0965693010373,121.142683116369
"2019-01-17",2540.98316351871,97.0482302083965,99.1040055836697,121.182763674406
"2019-01-18",2544.28655585127,97.0600887520395,99.1112633819348,121.223085348652
"2019-01-21",2547.63440460435,97.0716689971985,99.1183418343807,121.263646658103
"2019-01-22",2551.0251810313,97.0829717955186,99.1252403601187,121.304446126433
"2019-01-23",2554.45730941368,97.0939983658465,99.1319586269606,121.34548228461
"2019-01-24",2557.92915392009,97.1047503184913,99.13849657337,121.386753776723
"2019-01-25",2561.43901338449,97.1152295431945,99.1448543395475,121.428259278446
"2019-01-28",2564.9851270639,97.125438217086,99.1510322729941,121.469997609159
"2019-01-29",2568.56568443046,97.1353787342148,99.1570308969499,121.511967579161
"2019-01-30",2572.17882329262,97.1450537178627,99.1628509409073,121.554168017606
"2019-01-31",2575.82263608603,97.1544661073759,99.1684933794694,121.596597858485
"2019-02-01",2579.49516416391,97.1636192120353,99.1739594630109,121.639256213632
"2019-02-11",2583.19441208098,97.1725167030316,99.1792507277478,121.899981764536
"2019-02-12",2586.91835384674,97.1811625600798,99.1843689645424,121.944229776549
"2019-02-13",2590.66493817538,97.1895612248182,99.1893163076559,121.988704715146
"2019-02-14",2594.43209091468,97.1977175765648,99.1940952450322,122.033406802119
"2019-02-15",2598.2177342481,97.205636891645,99.1987085997197,122.078336160591
"2019-02-18",2602.01978389729,97.2133247449465,99.203159470025,122.12349296448
"2019-02-19",2605.83612606279,97.2207870231807,99.2074512276058,122.168877374713
"2019-02-20",2609.66463990979,97.2280298514336,99.2115874577609,122.21448949472
"2019-02-21",2613.50319392385,97.2350596768855,99.2155719907249,122.260329442077
"2019-02-22",2617.34964904073,97.2418833030213,99.2194089247604,122.306397316756
"2019-02-25",2621.20185267794,97.248507737914,99.2231026369114,122.352693065896
"2019-02-26",2625.05765954896,97.2549401169996,99.2266576491414,122.399216593941
"2019-02-27",2628.9150131562,97.2611875556629,99.2300785110676,122.44596766599
"2019-02-28",2632.77190823482,97.2672570308386,99.2333697116843,122.492946017748
"2019-03-01",2636.62639254785,97.2731554548992,99.2365357172187,122.540151161841
"2019-03-04",2640.47656388648,97.2788896070092,99.2395809470354,122.587582310242
"2019-03-05",2644.32059732924,97.284466052148,99.2425097268585,122.635238219129
"2019-03-06",2648.15674803216,97.2898912586153,99.2453263412491,122.683117266177
"2019-03-07",2651.98334997048,97.2951716267265,99.2480350468623,122.731217430854
"2019-03-08",2655.79881567563,97.3003135341073,99.2506400754172,122.779536481312
"2019-03-11",2659.60161654842,97.3053235381243,99.2531457503838,122.828072148244
"2019-03-12",2663.39023878839,97.3102083840924,99.2555565313766,122.876822150136
"2019-03-13",2667.16318793964,97.3149749680704,99.2578769800495,122.925784127978
"2019-03-14",2670.91899211976,97.3196303575741,99.2601117735675,122.97495572201
"2019-03-15",2674.65620401515,97.3241818226762,99.2622656953794,123.024334532089
"2019-03-18",2678.37340007255,97.3286367286753,99.2643435764243,123.073918045703
"2019-03-19",2682.06918920556,97.3330025796833,99.2663503190429,123.123703707994
"2019-03-20",2685.7422458149,97.337286952714,99.2682908568493,123.173688862493
"2019-03-21",2689.39129825751,97.3414974462748,99.270170122899,123.223870717645
"2019-03-22",2693.01512997371,97.3456416971965,99.2719930550881,123.274246584494
"2019-03-25",2696.61257177848,97.3497274636325,99.2737646573795,123.32481382366
"2019-03-26",2700.18250036351,97.3537626874158,99.2754900279852,123.375570095757
"2019-03-27",2703.72380093044,97.3577556184452,99.277174439239,123.426513521342
"2019-03-28",2707.23536488863,97.3617148130173,99.27882333895,123.477642634095
"2019-03-29",2710.71609822901,97.3656490701718,99.2804423249049,123.528956495384
"2019-04-01",2714.16491974226,97.3695674755244,99.2820371648541,123.580454576284
"2019-04-02",2717.58080132907,97.3734793417709,99.2836137669075,123.632136652366
"2019-04-03",2720.9627892267,97.3773940148542,99.2851780569345,123.684002517619
"2019-04-04",2724.31000284501,97.3813207917429,99.2867359407089,123.736052034132
"2019-04-08",2727.62164585193,97.385268710066,99.2882931875226,123.840701080441
"2019-04-09",2730.89701934037,97.3892464266155,99.2898553344683,123.893299932639
"2019-04-10",2734.13552136817,97.3932623066539,99.2914277085309,123.946081011809
"2019-04-11",2737.33664825028,97.3973243478646,99.2930154011398,123.999043687261
"2019-04-12",2740.49999892415,97.4014402634314,99.2946233026549,124.052187260191
"2019-04-15",2743.62525138773,97.4056175402955,99.2962561492463,124.105510864283
"2019-04-16",2746.71216122669,97.4098633527173,99.2979184953618,124.159013237063
"2019-04-17",2749.76055709825,97.4141844468738,99.2996146241792,124.21269272369
"2019-04-18",2752.77038533805,97.4185870543659,99.3013485014496,124.266547125668
"2019-04-19",2755.7417020865,97.4230769958383,99.3031238492013,NA
"2019-04-22",2758.67466716683,97.4276597039617,99.3049441594901,124.320573691551
"2019-04-23",2761.56955128958,97.4323401843743,99.3068126853992,124.374769191579
"2019-04-24",2764.42671681744,97.4371229435164,99.3087323886158,124.429129830728
"2019-04-25",2767.24661962773,97.4420120280316,99.3107059593273,124.483651290925
"2019-04-26",2770.02980371512,97.4470108533118,99.3127357327557,124.53832887003
"2019-04-29",2772.77688373948,97.4521222758823,99.3148237338112,124.593157407633
"2019-04-30",2775.48852742373,97.457348707075,99.3169717444579,124.648131378728
"2019-05-06",2778.16547351554,97.4626920406447,99.3191812491137,124.869354611024
"2019-05-07",2780.80853380804,97.468153846955,99.3214535515696,124.924956036443
"2019-05-08",2783.41852936794,97.4737354389731,99.3237898319475,124.980659226287
"2019-05-09",2785.99629332847,97.4794378390116,99.3261911354264,125.036455155466
"2019-05-10",2788.54265187075,97.4852618342896,99.328658389878,125.092334290188
"2019-05-13",2791.05839662057,97.4912080469156,99.3311924379427,125.148286648844
"2019-05-14",2793.54431773932,97.4972769562803,99.3337940339432,125.204301791848
"2019-05-15",2796.00118461357,97.5034690082064,99.3364639089748,125.260368998745
"2019-05-16",2798.42973680842,97.5097845628365,99.3392027284934,125.31647718689
"2019-05-17",2800.83070686125,97.516223902408,99.34201110568,125.372615017453
"2019-05-20",2803.20482200626,97.5227872555104,99.3448896147759,125.428770768882
"2019-05-21",2805.55277606534,97.5294748192253,99.347838800256,125.484932346024
"2019-05-22",2807.87521821563,97.5362867419454,99.3508591694382,125.541087185858
"2019-05-23",2810.1727593767,97.543223040006,99.3539511664631,125.597222156772
"2019-05-24",2812.44596744753,97.5502833303181,99.357115152444,125.653323677423
"2019-05-27",2814.69535089729,97.5574669184403,99.3603513235842,125.709377997107
"2019-05-28",2816.92136303391,97.5647727873938,99.3636597098687,125.765371069227
"2019-05-29",2819.12441082959,97.5721994004132,99.3670400393846,125.82128858624
"2019-05-30",2821.30485937443,97.5797447971338,99.3704917865566,125.877116092178
"2019-05-31",2823.46303675263,97.5874067269293,99.3740142637559,125.932839056384
"2019-06-03",2825.59923041324,97.5951826519942,99.3776066302074,125.988442869821
"2019-06-04",2827.71367966405,97.6030697627773,99.3812679070677,126.043913054554
"2019-06-05",2829.80658297335,97.6110650863749,99.3849970255441,126.09923546683
"2019-06-06",2831.87808990318,97.619165547341,99.3887928687826,126.154396170812
"2019-06-10",2833.92829776428,97.627368026387,99.3926542951296,126.264178407376
"2019-06-11",2835.95724513794,97.6356693425649,99.396580122094,126.318773774323
"2019-06-12",2837.96492516562,97.6440662250755,99.4005691123509,126.373155017558
"2019-06-13",2839.95131438926,97.652555179629,99.4046198997807,126.427309674265
"2019-06-14",2841.91636853204,97.6611324994408,99.4087310043548,126.481225553681
"2019-06-17",2843.86002010648,97.6697943485289,99.4129008841976,126.534890856777
"2019-06-18",2845.78217404714,97.6785368553076,99.4171279896906,126.588294134591
"2019-06-19",2847.68271195035,97.6873561462092,99.4214107720835,126.641424266038
"2019-06-20",2849.56149582654,97.6962482697325,99.4257476569444,126.694270519837
"2019-06-21",2851.41838624655,97.7052091390607,99.4301370279224,126.746822629395
"2019-06-24",2853.25328099944,97.7142345325186,99.4345772290885,126.799070893689
"2019-06-25",2855.06610688461,97.7233201332721,99.4390665879223,126.851005935969
"2019-06-26",2856.85682077193,97.7324614573929,99.4436033762749,126.902618843617
"2019-06-27",2858.62539149149,97.7416538852381,99.4481858188468,126.953901243529
"2019-06-28",2860.37179793584,97.7508926039351,99.452812066511,127.004845054756
"2019-07-01",2862.09604378855,97.7601725808471,99.4574801840848,127.055442590033
"2019-07-02",2863.79815696783,97.7694886961628,99.4621882124886,127.105686554066
"2019-07-03",2865.47821528601,97.7788357659284,99.4669341833499,127.155569906378
"2019-07-04",2867.1363449193,97.7882087262764,99.4717162203981,127.205086027836
"2019-07-05",2868.77270822181,97.7976026998318,99.4765325561031,127.254228758149
"2019-07-08",2870.38749882404,97.8070129856385,99.4813815462337,127.302992388338
"2019-07-09",2871.9809441806,97.8164349829374,99.4862616099955,127.351371304568
"2019-07-10",2873.55327745564,97.8258641583417,99.4911712011591,127.399359993825
"2019-07-11",2875.10473264782,97.8352961204807,99.4961088432443,127.446952939964
"2019-07-12",2876.63554418856,97.8447265954339,99.5010731398922,127.494144623222
"2019-07-15",2878.14594878083,97.8541514248992,99.5060627624899,127.540929352019
"2019-07-16",2879.63619286808,97.8635666346326,99.5110764791203,127.587301256351
"2019-07-17",2881.10653217546,97.8729683065444,99.5161131028969,127.633254313674
"2019-07-18",2882.55722431458,97.8823525934087,99.521171496091,127.678782213454
"2019-07-19",2883.9885240422,97.8917157356447,99.5262505866516,127.723878519018
"2019-07-22",2885.40067770017,97.9010541339098,99.5313494115837,127.768536771463
"2019-07-23",2886.79393502465,97.9103643369614,99.5364671086486,127.812750425791
"2019-07-24",2888.16854343671,97.9196430894673,99.5416029411244,127.856512871225
"2019-07-25",2889.52474688776,97.9288873302237,99.5467562915573,127.899817309588
"2019-07-26",2890.86279620386,97.9380940911802,99.5519266079682,127.942656801787
"2019-07-29",2892.18295960338,97.9472605163536,99.5571134161907,127.985024140118
"2019-07-30",2893.48552330119,97.9563838745564,99.562316332201,128.026911817664
"2019-07-31",2894.77078856555,97.9654614791364,99.5675350041704,128.068312094738
"2019-08-01",2896.03907630522,97.9744907234742,99.5727691413167,128.109216942787
"2019-08-02",2897.29071546026,97.983469176438,99.5780185696176,128.149618072512
"2019-08-05",2898.52603131702,97.9923946013851,99.5832832317134,128.189507440096
"2019-08-06",2899.74532663754,98.0012650661255,99.5885632446748,128.228877236959
"2019-08-07",2900.94885808352,98.010079081841,99.5938589825651,128.267720325403
"2019-08-08",2902.13682314611,98.0188355994184,99.5991710597902,128.306030209394
"2019-08-09",2903.30935038922,98.0275340347419,99.6045003289094,128.343801205849
"2019-08-12",2904.46651251657,98.0361742609394,99.6098478825734,128.381028299619
"2019-08-13",2905.60832439905,98.0447566647243,99.6152150719895,128.417707030982
"2019-08-14",2906.73475913067,98.0532821200892,99.6206035191783,128.453833790283
"2019-08-15",2907.84574003351,98.0617520384949,99.6260151292231,128.48940553797
"2019-08-16",2908.94114622712,98.0701683488123,99.6314520756414,128.524420093189
"2019-08-19",2910.0208167162,98.078533336744,99.6369167712799,128.558876299927
"2019-08-20",2911.08454630034,98.0868496103438,99.642411785462,128.592773973806
"2019-08-21",2912.13211017726,98.0951201399613,99.6479398706634,128.626113706997
"2019-08-22",2913.16326267635,98.1033482155359,99.6535039313065,128.658896983377
"2019-08-23",2914.17773732177,98.1115373563716,99.6591069718711,128.691126074316
"2019-08-26",2915.1752475636,98.119691342872,99.6647521214639,128.722803960548
"2019-08-27",2916.1555014047,98.1278142296896,99.6704426377018,128.753934577201
"2019-08-28",2917.11818420613,98.1359103671564,99.6761819188469,128.784522716754
"2019-08-29",2918.06296654902,98.1439844309957,99.6819735159211,128.814574171176
"2019-08-30",2918.98949490805,98.1520414003737,99.6878211179335,128.844095803232
"2019-09-02",2919.8973872102,98.1600867054386,99.6937286176905,128.873095333834
"2019-09-03",2920.78623699846,98.1681260999824,99.6997000370405,128.901581362122
"2019-09-04",2921.65562091046,98.1761655919772,99.7057394934305,128.929563443915
"2019-09-05",2922.50509864182,98.1842114278517,99.7118511809027,128.957052202666
"2019-09-06",2923.3342273023,98.1922701470385,99.7180394089346,128.984059369567
"2019-09-09",2924.14257553239,98.2003486840545,99.7243086598499,129.010597655902
"2019-09-10",2924.92973870268,98.2084543775707,99.7306636131279,129.036680748339
"2019-09-11",2925.6953348597,98.216594929871,99.7371091180117,129.062323104212
"2019-09-12",2926.43900125883,98.2247783290959,99.7436501454112,129.08753965656
"2019-09-16",2927.16038933571,98.2330127962755,99.7502917769714,129.136756668136
"2019-09-17",2927.85918126376,98.2413066620712,99.7570391362314,129.160787830711
"2019-09-18",2928.53508295968,98.2496684047092,99.7638974086136,129.184454414613
"2019-09-19",2929.18780411861,98.2581065762799,99.7708718055658,129.2077717286
"2019-09-20",2929.81706396976,98.2666297207438,99.7779675224575,129.230755089141
"2019-09-23",2930.42259365222,98.2752464510484,99.7851897852996,129.253419972231
"2019-09-24",2931.0041384348,98.2839654910746,99.7925438705464,129.275782029725
"2019-09-25",2931.56144374244,98.2927956472733,99.8000350897091,129.297857293144
"2019-09-26",2932.09425756114,98.3017457678593,99.8076687739157,129.319662364614
"2019-09-27",2932.60232632207,98.3108247887639,99.8154502935484,129.341214117116
"2019-09-30",2933.08539559076,98.3200416100612,99.8233849972187,129.36252982109
"2019-10-08",2933.54321051838,98.329405021944,99.8314781630806,129.486492986902
"2019-10-09",2933.97549629683,98.3389237794527,99.8397350534215,129.506684038429
"2019-10-10",2934.38197086644,98.3486067060773,99.8481609609193,129.526799292566
"2019-10-11",2934.76234374505,98.3584626732902,99.8567611948965,129.5468625002
"2019-10-14",2935.11632288722,98.3685005407375,99.8655410489005,129.566897943672
"2019-10-15",2935.44363511223,98.3787290529609,99.8745057454804,129.586930066799
"2019-10-16",2935.74403695329,98.3891568641825,99.8836604366904,129.606983582825
"2019-10-17",2936.01731625814,98.3997925278769,99.893010204517,129.627083285299
"2019-10-18",2936.26328718739,98.4106444759257,99.9025600529627,129.647254123777
"2019-10-21",2936.48179464849,98.421721103094,99.9123149434496,129.667521189029
"2019-10-22",2936.67269923033,98.4330306509376,99.9222797392026,129.687909749915
"2019-10-23",2936.8358728967,98.444581097817,99.9324591516123,129.70844506417
"2019-10-24",2936.97120014762,98.4563801438897,99.9428577257838,129.729152428089
